type,size,trial,time_ms,copy_count,memory_kb
4,1000000,4,240.786,29497278,7660
4,1000000,5,254.748,29497278,7660
4,1000000,6,243.744,29497278,7660
4,1000000,7,236.191,29497278,7660
4,1000000,8,241.293,29497278,7660
4,1000000,9,238.083,29497278,7660
4,1000000,10,246.166,29497278,7660
5,1000,1,0.05805,5097,3772
5,1000,2,0.052063,5097,3772
5,1000,3,0.047967,5097,3772
5,1000,4,0.046775,5097,3772
5,1000,5,0.046491,5097,3772
5,1000,6,0.045848,5097,3772
5,1000,7,0.045782,5097,3772
5,1000,8,0.045895,5097,3772
5,1000,9,0.04583,5097,3772
5,1000,10,0.160319,5097,3772
5,10000,1,1.04756,106290,3772
5,10000,2,1.09057,106290,3772
5,10000,3,1.6433,106290,3772
5,10000,4,1.58373,106290,3772
5,10000,5,1.43246,106290,3772
5,10000,6,1.58821,106290,3772
5,10000,7,1.42495,106290,3772
5,10000,8,1.44178,106290,3772
5,10000,9,1.76716,106290,3772
5,10000,10,1.51994,106290,3772
5,100000,1,15.3501,1550430,4032
5,100000,2,14.7091,1550430,4032
5,100000,3,14.7613,1550430,4032
5,100000,4,16.4674,1550430,4032
5,100000,5,14.8627,1550430,4032
5,100000,6,16.4336,1550430,4032
5,100000,7,14.754,1550430,4032
5,100000,8,14.9728,1550430,4032
5,100000,9,14.6868,1550430,4032
5,100000,10,15.0642,1550430,4032
5,1000000,1,217.032,21076230,7660
5,1000000,2,230.914,21076230,7660
5,1000000,3,198.863,21076230,7660
5,1000000,4,204.683,21076230,7660
5,1000000,5,208.431,21076230,7660
5,1000000,6,204.704,21076230,7660
5,1000000,7,210.781,21076230,7660
5,1000000,8,205.572,21076230,7660
5,1000000,9,210.062,21076230,7660
5,1000000,10,211.232,21076230,7660
6,1000,1,0.201701,9333,3772
6,1000,2,0.18115,9333,3772
6,1000,3,0.054929,9333,3772
6,1000,4,0.05211,9333,3772
6,1000,5,0.051117,9333,3772
6,1000,6,0.05055,9333,3772
6,1000,7,0.05053,9333,3772
6,1000,8,0.050465,9333,3772
6,1000,9,0.050161,9333,3772
6,1000,10,0.050019,9333,3772
6,10000,1,0.978789,66183,3772
6,10000,2,1.13238,66183,3772
6,10000,3,1.25124,66183,3772
6,10000,4,1.34928,66183,3772
6,10000,5,1.07109,66183,3772
6,10000,6,1.01385,66183,3772
6,10000,7,1.23427,66183,3772
6,10000,8,1.32357,66183,3772
6,10000,9,0.986764,66183,3772
6,10000,10,1.00164,66183,3772
6,100000,1,290.692,6010146,4032
6,100000,2,285.744,6010146,4032
6,100000,3,300.132,6010146,4032
6,100000,4,295.833,6010146,4032
6,100000,5,273.823,6010146,4032
6,100000,6,297.423,6010146,4032
6,100000,7,275.843,6010146,4032
6,100000,8,311.156,6010146,4032
6,100000,9,266.815,6010146,4032
6,100000,10,266.782,6010146,4032
6,1000000,1,10146.6,397436673,7660
6,1000000,2,10283.8,397436673,7660
6,1000000,3,12958.9,397436673,7660
6,1000000,4,10115.8,397436673,7660
6,1000000,5,10304.9,397436673,7660
6,1000000,6,12880.3,397436673,7660
6,1000000,7,10058.7,397436673,7660
6,1000000,8,10126.4,397436673,7660
6,1000000,9,10236.1,397436673,7660
6,1000000,10,10221.6,397436673,7660
