type,size,trial,time_ms,copy_count,memory_kb
4,100000,8,12927.3,5646017934,4136
4,100000,9,9308.07,5646017934,4136
4,100000,10,9317.78,5646017934,4136
4,1000000,1,1492640.0,561406329396,7624
4,1000000,2,1595710.0,561406329396,7624
4,1000000,3,1663570.0,561406329396,7624
4,1000000,4,1681950.0,561406329396,7624
4,1000000,5,1666260.0,561406329396,7624
4,1000000,6,1651680.0,561406329396,7624
4,1000000,7,1649920.0,561406329396,7624
4,1000000,8,1632960.0,561406329396,7624
4,1000000,9,1600160.0,561406329396,7624
4,1000000,10,1645670.0,561406329396,7624
5,1000,1,0.648312,15831,2068
5,1000,2,0.643705,15831,2068
5,1000,3,0.619558,15831,2068
5,1000,4,0.650089,15831,2068
5,1000,5,0.626808,15831,2068
5,1000,6,0.65998,15831,2068
5,1000,7,0.647727,15831,2068
5,1000,8,0.651495,15831,2068
5,1000,9,0.66851,15831,2068
5,1000,10,0.640243,15831,2068
5,10000,1,65.3061,1628082,2068
5,10000,2,69.3916,1628082,2068
5,10000,3,68.6857,1628082,2068
5,10000,4,70.1385,1628082,2068
5,10000,5,73.4607,1628082,2068
5,10000,6,64.6315,1628082,2068
5,10000,7,65.925,1628082,2068
5,10000,8,64.5728,1628082,2068
5,10000,9,65.1802,1628082,2068
5,10000,10,67.5089,1628082,2068
5,100000,1,6764.08,149216202,4136
5,100000,2,10401.0,149216202,4136
5,100000,3,6776.11,149216202,4136
5,100000,4,6751.16,149216202,4136
5,100000,5,6704.71,149216202,4136
5,100000,6,10207.1,149216202,4136
5,100000,7,6694.37,149216202,4136
5,100000,8,6759.64,149216202,4136
5,100000,9,6707.11,149216202,4136
5,100000,10,6724.59,149216202,4136
5,1000000,1,746049.0,14897644680,7624
5,1000000,2,745246.0,14897644680,7624
5,1000000,3,759846.0,14897644680,7624
5,1000000,4,754638.0,14897644680,7624
5,1000000,5,751446.0,14897644680,7624
5,1000000,6,750566.0,14897644680,7624
5,1000000,7,756591.0,14897644680,7624
5,1000000,8,749057.0,14897644680,7624
5,1000000,9,751088.0,14897644680,7624
5,1000000,10,745146.0,14897644680,7624
6,1000,1,1.13817,748500,2068
6,1000,2,1.17871,748500,2068
6,1000,3,1.15621,748500,2068
6,1000,4,1.15138,748500,2068
6,1000,5,1.21006,748500,2068
6,1000,6,1.39879,748500,2068
6,1000,7,1.15622,748500,2068
6,1000,8,1.13883,748500,2068
6,1000,9,1.15413,748500,2068
6,1000,10,1.16138,748500,2068
6,10000,1,132.254,74985000,2068
6,10000,2,116.91,74985000,2068
6,10000,3,117.423,74985000,2068
6,10000,4,122.149,74985000,2068
6,10000,5,124.703,74985000,2068
6,10000,6,126.18,74985000,2068
6,10000,7,139.293,74985000,2068
6,10000,8,118.943,74985000,2068
6,10000,9,124.284,74985000,2068
6,10000,10,117.783,74985000,2068
6,100000,1,12370.6,7499850000,4136
6,100000,2,12248.9,7499850000,4136
6,100000,3,12253.6,7499850000,4136
6,100000,4,12512.6,7499850000,4136
6,100000,5,12431.5,7499850000,4136
6,100000,6,12557.5,7499850000,4136
6,100000,7,12467.1,7499850000,4136
6,100000,8,12292.1,7499850000,4136
6,100000,9,12269.0,7499850000,4136
6,100000,10,12283.8,7499850000,4136
6,1000000,1,1285260.0,749998500000,7624
6,1000000,2,1279530.0,749998500000,7624
6,1000000,3,1264910.0,749998500000,7624
6,1000000,4,1271710.0,749998500000,7624
6,1000000,5,1285220.0,749998500000,7624
6,1000000,6,1271020.0,749998500000,7624
6,1000000,7,1267130.0,749998500000,7624
6,1000000,8,1274650.0,749998500000,7624
6,1000000,9,1219600.0,749998500000,7624
6,1000000,10,1209720.0,749998500000,7624
